#queryIndex	queryItem	stringId	preferredName	annotation
640	Interferon-induced GTP-binding protein Mx2	9606.ENSP00000333657	MX2	Interferon-induced GTP-binding protein Mx2; Interferon-induced dynamin-like GTPase with potent antiviral activity against human immunodeficiency virus type 1 (HIV-1). Acts by targeting the viral capsid and affects the nuclear uptake and/or stability of the HIV-1 replication complex and the subsequent chromosomal integration of the proviral DNA. Exhibits antiviral activity also against simian immunodeficiency virus (SIV-mnd). May play a role in regulating nucleocytoplasmic transport and cell-cycle progression.
641	KH domain-containing, RNA-binding, signal transduction-associated protein 1	9606.ENSP00000313829	KHDRBS1	KH domain-containing, RNA-binding, signal transduction-associated protein 1; Recruited and tyrosine phosphorylated by several receptor systems, for example the T-cell, leptin and insulin receptors. Once phosphorylated, functions as an adapter protein in signal transduction cascades by binding to SH2 and SH3 domain-containing proteins. Role in G2-M progression in the cell cycle. Represses CBP-dependent transcriptional activation apparently by competing with other nuclear factors for binding to CBP. Also acts as a putative regulator of mRNA stability and/or translation rates and mediates [...] 
642	Ras-related protein Rab-32	9606.ENSP00000356465	RAB32	Ras-related protein Rab-32; Acts as an A-kinase anchoring protein by binding to the type II regulatory subunit of protein kinase A and anchoring it to the mitochondrion. Also involved in synchronization of mitochondrial fission. Plays a role in the maturation of phagosomes that engulf pathogens, such as S.aureus and M.tuberculosis. Plays an important role in the control of melanin production and melanosome biogenesis. In concert with RAB38, regulates the proper trafficking of melanogenic enzymes TYR, TYRP1 and DCT/TYRP2 to melanosomes in melanocytes (By similarity). Belongs to the smal [...] 
643	Macrosialin	9606.ENSP00000250092	CD68	Macrosialin; Could play a role in phagocytic activities of tissue macrophages, both in intracellular lysosomal metabolism and extracellular cell-cell and cell-pathogen interactions. Binds to tissue- and organ-specific lectins or selectins, allowing homing of macrophage subsets to particular sites. Rapid recirculation of CD68 from endosomes and lysosomes to the plasma membrane may allow macrophages to crawl over selectin-bearing substrates or other cells.
644	26S proteasome non-ATPase regulatory subunit 8	9606.ENSP00000215071	PSMD8	26S proteasome non-ATPase regulatory subunit 8; Component of the 26S proteasome, a multiprotein complex involved in the ATP-dependent degradation of ubiquitinated proteins. This complex plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins, which could impair cellular functions, and by removing proteins whose functions are no longer required. Therefore, the proteasome participates in numerous cellular processes, including cell cycle progression, apoptosis, or DNA damage repair; Belongs to the proteasome subunit S14 family.
645	Fermitin family homolog 3	9606.ENSP00000279227	FERMT3	Fermitin family homolog 3; Plays a central role in cell adhesion in hematopoietic cells. Acts by activating the integrin beta-1-3 (ITGB1, ITGB2 and ITGB3) (By similarity). Required for integrin-mediated platelet adhesion and leukocyte adhesion to endothelial cells. Required for activation of integrin beta-2 (ITGB2) in polymorphonuclear granulocytes (PMNs) (By similarity). Belongs to the kindlin family.
646	EH domain-containing protein 2	9606.ENSP00000263277	EHD2	EH domain-containing protein 2; ATP- and membrane-binding protein that controls membrane reorganization/tubulation upon ATP hydrolysis (By similarity). Plays a role in membrane trafficking between the plasma membrane and endosomes. Important for the internalization of GLUT4. Required for fusion of myoblasts to skeletal muscle myotubes. Required for normal translocation of FER1L5 to the plasma membrane (By similarity). Regulates the equilibrium between cell surface-associated and cell surface-dissociated caveolae by constraining caveolae at the cell membrane.
647	Protein VAC14 homolog	9606.ENSP00000261776	VAC14	Protein VAC14 homolog; The PI(3,5)P2 regulatory complex regulates both the synthesis and turnover of phosphatidylinositol 3,5-bisphosphate (PtdIns(3,5)P2). Acts as a positive activator of PIKfyve kinase activity. Also required to maintain normal levels of phosphatidylinositol 3-phosphate (PtdIns(3)P) and phosphatidylinositol 5-phosphate (PtdIns(5)P). Plays a role in the biogenesis of endosome carrier vesicles (ECV) / multivesicular bodies (MVB) transport intermediates from early endosomes.
648	Cytoplasmic aconitate hydratase	9606.ENSP00000309477	ACO1	Cytoplasmic aconitate hydratase; Iron sensor. Binds a 4Fe-4S cluster and functions as aconitase when cellular iron levels are high. Functions as mRNA binding protein that regulates uptake, sequestration and utilization of iron when cellular iron levels are low. Binds to iron-responsive elements (IRES) in target mRNA species when iron levels are low. Binding of a 4Fe-4S cluster precludes RNA binding.
649	Protein S100	9606.ENSP00000357691	S100A14	Protein S100-A14; Modulates P53/TP53 protein levels, and thereby plays a role in the regulation of cell survival and apoptosis. Depending on the context, it can promote cell proliferation or apoptosis. Plays a role in the regulation of cell migration by modulating the levels of MMP2, a matrix protease that is under transcriptional control of P53/TP53. Does not bind calcium.
650	MAP kinase-activated protein kinase 5	9606.ENSP00000449381	MAPKAPK5	MAP kinase-activated protein kinase 5; Tumor suppressor serine/threonine-protein kinase involved in mTORC1 signaling and post-transcriptional regulation. Phosphorylates FOXO3, ERK3/MAPK6, ERK4/MAPK4, HSP27/HSPB1, p53/TP53 and RHEB. Acts as a tumor suppressor by mediating Ras-induced senescence and phosphorylating p53/TP53. Involved in post-transcriptional regulation of MYC by mediating phosphorylation of FOXO3: phosphorylation of FOXO3 leads to promote nuclear localization of FOXO3, enabling expression of miR-34b and miR-34c, 2 post-transcriptional regulators of MYC that bind to the 3' [...] 
651	Collagen alpha-1(I) chain	9606.ENSP00000225964	COL1A1	Collagen alpha-1(I) chain; Type I collagen is a member of group I collagen (fibrillar forming collagen).
652	Proteasome subunit alpha type-2	9606.ENSP00000223321	PSMA2	Proteasome subunit alpha type-2; Component of the 20S core proteasome complex involved in the proteolytic degradation of most intracellular proteins. This complex plays numerous essential roles within the cell by associating with different regulatory particles. Associated with two 19S regulatory particles, forms the 26S proteasome and thus participates in the ATP- dependent degradation of ubiquitinated proteins. The 26S proteasome plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins that could impair cellular functions, and by removing pr [...] 
653	V-type proton ATPase 16 kDa proteolipid subunit	9606.ENSP00000329757	ATP6V0C	V-type proton ATPase 16 kDa proteolipid subunit; Proton-conducting pore forming subunit of the membrane integral V0 complex of vacuolar ATPase. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells.
654	Phenylalanine--tRNA ligase beta subunit	9606.ENSP00000281828	FARSB	phenylalanyl-tRNA synthetase subunit beta; Belongs to the phenylalanyl-tRNA synthetase beta subunit family. Type 2 subfamily.
655	Transmembrane protein 199	9606.ENSP00000292114	TMEM199	Transmembrane protein 199; Accessory component of the proton-transporting vacuolar (V)- ATPase protein pump involved in intracellular iron homeostasis. In aerobic conditions, required for intracellular iron homeostasis, thus triggering the activity of Fe(2+) prolyl hydroxylase (PHD) enzymes, and leading to HIF1A hydroxylation and subsequent proteasomal degradation. Necessary for endolysosomal acidification and lysosomal degradation. May be involved in Golgi homeostasis.
656	Voltage-gated potassium channel subunit beta-2	9606.ENSP00000367323	KCNAB2	Voltage-gated potassium channel subunit beta-2; Cytoplasmic potassium channel subunit that modulates the characteristics of the channel-forming alpha-subunits. Contributes to the regulation of nerve signaling, and prevents neuronal hyperexcitability (By similarity). Promotes expression of the pore-forming alpha subunits at the cell membrane, and thereby increases channel activity (By similarity). Promotes potassium channel closure via a mechanism that does not involve physical obstruction of the channel pore. Promotes KCNA4 channel closure. Modulates the functional properties of KCNA5  [...] 
657	E3 ubiquitin-protein ligase Itchy homolog	9606.ENSP00000499786	ITCH	E3 ubiquitin-protein ligase Itchy homolog; Acts as an E3 ubiquitin-protein ligase which accepts ubiquitin from an E2 ubiquitin-conjugating enzyme in the form of a thioester and then directly transfers the ubiquitin to targeted substrates. Catalyzes 'Lys-29'-, 'Lys-48'- and 'Lys-63'-linked ubiquitin conjugation. Involved in the control of inflammatory signaling pathways. Essential component of a ubiquitin-editing protein complex, comprising also TNFAIP3, TAX1BP1 and RNF11, that ensures the transient nature of inflammatory signaling pathways. Promotes the association of the complex after [...] 
658	Dehydrogenase/reductase SDR family member 7	9606.ENSP00000216500	DHRS7	Dehydrogenase/reductase SDR family member 7; Dehydrogenase/reductase 7.
659	DNA-3-methyladenine glycosylase	9606.ENSP00000219431	MPG	DNA-3-methyladenine glycosylase; Hydrolysis of the deoxyribose N-glycosidic bond to excise 3- methyladenine, and 7-methylguanine from the damaged DNA polymer formed by alkylation lesions.
660	Erlin-1	9606.ENSP00000410964	ERLIN1	Erlin-1; Component of the ERLIN1/ERLIN2 complex which mediates the endoplasmic reticulum-associated degradation (ERAD) of inositol 1,4,5- trisphosphate receptors (IP3Rs). Involved in regulation of cellular cholesterol homeostasis by regulation the SREBP signaling pathway. Binds cholesterol and may promote ER retention of the SCAP-SREBF complex ; Belongs to the band 7/mec-2 family.
661	Protein S100-A4	9606.ENSP00000357704	S100A4	S100 calcium binding protein A4.
662	Regulation of nuclear pre-mRNA domain-containing protein 1B	9606.ENSP00000362532	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B; Interacts with phosphorylated C-terminal heptapeptide repeat domain (CTD) of the largest RNA polymerase II subunit POLR2A, and participates in dephosphorylation of the CTD by RPAP2. Transcriptional regulator which enhances expression of CCND1. Promotes binding of RNA polymerase II to the CCDN1 promoter and to the termination region before the poly-A site but decreases its binding after the poly-A site. Prevents RNA polymerase II from reading through the 3' end termination site and may allow it to be recruited back to the prom [...] 
663	UBX domain-containing protein 6	9606.ENSP00000301281	UBXN6	UBX domain-containing protein 6; May negatively regulate the ATPase activity of VCP, an ATP- driven segregase that associates with different cofactors to control a wide variety of cellular processes. As a cofactor of VCP, it may play a role in the transport of CAV1 to lysosomes for degradation. It may also play a role in endoplasmic reticulum-associated degradation (ERAD) of misfolded proteins. Together with VCP and other cofactors, it may play a role in macroautophagy, regulating for instance the clearance of damaged lysosomes.
